SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT
100074,Cash loans,F,N,Y,0,67500.0,675000.0,25447.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-23670,365243,-7490.0,-4136,,1,0,0,1,1,0,,2.0,3,3,TUESDAY,11,0,0,0,0,0,0,XNA,,0.6600149063064604,0.2985949897873972,0.0216,0.0545,0.9781,,,0.0,0.1034,0.0417,,0.0095,,0.0113,,,0.0221,0.0566,0.9782,,,0.0,0.1034,0.0417,,0.0097,,0.0117,,,0.0219,0.0545,0.9781,,,0.0,0.1034,0.0417,,0.0096,,0.0115,,,,block of flats,0.0136,"Stone, brick",No,0.0,0.0,0.0,0.0,-1671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.377,0.0377,-15.430629488804394
100090,Cash loans,F,N,Y,0,135000.0,261621.0,16848.0,216000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008019,-15524,-3555,-7833.0,-3985,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,17,0,0,0,0,1,1,Self-employed,0.7567222383896386,0.3937146969745023,0.4365064990977374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1097.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.9379333333333333,0.1248,0.06439850012040318,0.22900025766555013
100091,Cash loans,F,N,Y,0,247500.0,296280.0,23539.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-12278,-929,-6031.0,-4586,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Self-employed,0.2632375980136291,0.4700355103285236,0.41534714488434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-619.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.197090909090909,0.09510909090909091,0.0794501822600243,0.07566378889069882
100092,Cash loans,F,Y,Y,0,90000.0,360000.0,18535.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-19687,-3578,-10673.0,-3183,3.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,7,0,0,0,0,1,1,Government,0.3049397660767501,0.2702553559832115,0.375711009574066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1414.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.20595,0.0514875,0.1817442982678925
100106,Revolving loans,M,N,Y,0,180000.0,157500.0,7875.0,157500.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-12091,-1830,-1042.0,-4221,,1,1,0,0,0,0,Laborers,2.0,2,2,TUESDAY,9,0,0,0,1,1,0,Business Entity Type 3,,0.4857699312968558,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.04375,0.05,0.15135224547183856
100107,Cash loans,M,Y,Y,0,180000.0,296280.0,21690.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-13563,-1007,-5719.0,-4044,14.0,1,1,0,1,0,1,Laborers,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.3441652580978948,0.6844067238529257,0.2636468134452008,0.0371,0.0361,0.9513,0.3336,0.0132,0.0,0.1379,0.125,0.1667,0.032,0.0286,0.0613,0.0077,0.0007,0.0378,0.0375,0.9513,0.3597,0.0134,0.0,0.1379,0.125,0.1667,0.0327,0.0312,0.0639,0.0078,0.0008,0.0375,0.0361,0.9513,0.3425,0.0133,0.0,0.1379,0.125,0.1667,0.0326,0.0291,0.0624,0.0078,0.0007,reg oper account,block of flats,0.0484,"Stone, brick",No,2.0,0.0,2.0,0.0,-317.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.646,0.1205,0.07320777642770353,0.07424611074246111
100109,Cash loans,F,Y,Y,0,202500.0,407520.0,26041.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-19375,-4739,-3035.0,-2895,11.0,1,1,1,1,0,0,Laborers,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,Services,0.5831178293057412,0.6350278467719062,0.3062022983135042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2154.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0124444444444443,0.1286,0.0639023851590106,0.24459354838709677
100117,Cash loans,M,Y,Y,0,90000.0,499221.0,22117.5,373500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-22705,365243,-5107.0,-5990,15.0,1,0,0,1,0,0,,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,XNA,0.5871754960133346,0.6467635239646198,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.5469,0.24575,0.04430402567199697,-16.086456727593042
100128,Cash loans,F,Y,Y,1,225000.0,431280.0,23526.0,360000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,With parents,0.025164,-10962,-1883,-99.0,-1721,8.0,1,1,0,1,0,1,Managers,3.0,2,2,THURSDAY,10,0,0,0,0,0,0,Bank,0.339002380827429,0.3750732637427585,0.3474182272002641,0.1093,0.0464,0.9881,0.8368,0.0,0.12,0.1034,0.375,0.4167,0.0,0.0891,0.0986,0.0,0.0282,0.1113,0.0482,0.9881,0.8432,0.0,0.1208,0.1034,0.375,0.4167,0.0,0.0973,0.1027,0.0,0.0299,0.1103,0.0464,0.9881,0.8390000000000001,0.0,0.12,0.1034,0.375,0.4167,0.0,0.0906,0.1004,0.0,0.0288,reg oper account,block of flats,0.0837,Panel,No,5.0,0.0,5.0,0.0,-1616.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,4.0,1.9168,0.10456,0.05454924874791319,0.17177522349936142
100141,Cash loans,F,Y,Y,0,175500.0,478498.5,46741.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17955,-305,-10087.0,-1516,10.0,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,11,1,1,0,1,1,0,Industry: type 3,0.6965655054935606,0.7427647756395467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.7264871794871794,0.2663333333333333,0.09768369179840689,0.016986911723753828
100150,Cash loans,F,N,Y,0,99000.0,225000.0,19242.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.0072739999999999,-10507,-2780,-5072.0,-2729,,1,1,0,1,1,0,Sales staff,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.5905311435762867,0.6009994171816399,0.7610263695502636,0.0825,0.0654,0.9762,0.6736,0.0,0.0,0.1379,0.1667,0.2083,0.0477,0.0672,0.0474,0.0,0.0,0.084,0.0678,0.9762,0.6864,0.0,0.0,0.1379,0.1667,0.2083,0.0488,0.0735,0.0494,0.0,0.0,0.0833,0.0654,0.9762,0.6779999999999999,0.0,0.0,0.1379,0.1667,0.2083,0.0486,0.0684,0.0482,0.0,0.0,reg oper account,block of flats,0.0547,Panel,No,0.0,0.0,0.0,0.0,-2297.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.272727272727273,0.19436363636363638,0.08552,0.2645855144189588
100168,Cash loans,F,N,Y,0,157500.0,266652.0,16443.0,202500.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.0116569999999999,-22557,-13294,-13154.0,-4187,,1,1,0,1,0,0,,1.0,1,1,TUESDAY,15,0,0,0,0,0,0,Other,,0.7089390399675721,0.746300213050371,0.0515,0.0455,0.9627,,,0.04,0.1379,0.2083,,0.0,,0.0,,0.0397,0.0525,0.0472,0.9628,,,0.0403,0.1379,0.2083,,0.0,,0.0,,0.0421,0.052,0.0455,0.9627,,,0.04,0.1379,0.2083,,0.0,,0.0,,0.0406,,block of flats,0.0508,"Stone, brick",No,0.0,0.0,0.0,0.0,-1144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.6930285714285713,0.1044,0.06166464155528554,0.5893514208449705
100169,Cash loans,F,N,Y,0,135000.0,540000.0,27702.0,540000.0,Family,Pensioner,Higher education,Separated,House / apartment,0.072508,-22784,365243,-5103.0,-5229,,1,0,0,1,0,0,,1.0,1,1,TUESDAY,12,0,0,0,0,0,0,XNA,0.8660097825914488,0.6386136180590145,0.1595195404777181,0.3423,0.142,0.9925,0.898,0.0,0.4,0.1724,0.6667,0.7083,0.0,0.2749,0.3755,0.0193,0.0164,0.3487,0.1474,0.9926,0.902,0.0,0.4028,0.1724,0.6667,0.7083,0.0,0.3003,0.3912,0.0195,0.0174,0.3456,0.142,0.9925,0.8994,0.0,0.4,0.1724,0.6667,0.7083,0.0,0.2796,0.3822,0.0194,0.0167,reg oper account,block of flats,0.2989,Panel,No,0.0,0.0,0.0,0.0,-519.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2052,0.0513,-16.030679424157302
100170,Cash loans,M,N,Y,1,337500.0,1313212.5,42493.5,1012500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.02461,-11948,-1415,-5611.0,-4052,,1,1,0,1,0,1,Laborers,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.6612258810815439,0.4400578303966329,0.1237,0.0595,0.9866,,,0.12,0.1034,0.375,,0.0629,,0.1239,,0.0243,0.1261,0.0617,0.9866,,,0.1208,0.1034,0.375,,0.0644,,0.1291,,0.0257,0.1249,0.0595,0.9866,,,0.12,0.1034,0.375,,0.064,,0.1261,,0.0248,,block of flats,0.1217,Panel,No,1.0,0.0,1.0,0.0,-1582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,3.891,0.12590666666666667,0.03235843399297524,0.11842986273853365
100171,Cash loans,M,Y,Y,0,157500.0,539100.0,29245.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13172,-3518,-6207.0,-4243,20.0,1,1,1,1,0,0,Drivers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.6874076897321058,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,3.422857142857143,0.1856857142857143,0.05424874791318865,0.267081688430003
